id,NAME,"host id",host_identity_verified,"host name","neighbourhood group",neighbourhood,lat,long,country,"country code",instant_bookable,cancellation_policy,"room type","Construction year",price,"service fee","minimum nights","number of reviews","last review","reviews per month","review rate number","calculated host listings count","availability 365",house_rules,license
1001254,"Clean & quiet apt home by the park",80014485718,unconfirmed,Madaline,Brooklyn,Kensington,40.64749,-73.97237,"United States",US,FALSE,strict,"Private room",2020,"$966 ","$193 ",10,9,10/19/2021,0.21,4,6,286,"Clean up and treat the home the way you'd like your home to be treated.  No smoking.",
1002102,"Skylit Midtown Castle",52335172823,verified,Jenna,Manhattan,Midtown,40.75362,-73.98377,"United States",US,FALSE,moderate,"Entire home/apt",2007,"$142 ","$28 ",30,45,5/21/2022,0.38,4,2,228,"Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK. I have a cute and quiet mixed chihuahua. I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand. Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.",
1002403,"THE VILLAGE OF HARLEM....NEW YORK !",78829239556,,Elise,Manhattan,Harlem,40.80902,-73.9419,"United States",US,TRUE,flexible,"Private room",2005,"$620 ","$124 ",3,0,,,5,1,352,"I encourage you to use my kitchen, cooking and laundry facilities. There is no additional charge to use the washer/dryer in the basement.  No smoking, inside or outside. Come home as late as you want.  If you come home stumbling drunk, it's OK the first time. If you do it again, and you wake up me or the neighbors downstairs, we will be annoyed.  (Just so you know . . . )",
1002755,,85098326012,unconfirmed,Garry,Brooklyn,"Clinton Hill",40.68514,-73.95976,"United States",US,TRUE,moderate,"Entire home/apt",2005,"$368 ","$74 ",30,270,7/5/2019,4.64,4,1,322,,
1003689,"Entire Apt: Spacious Studio/Loft by central park",92037596077,verified,Lyndon,Manhattan,"East Harlem",40.79851,-73.94399,"United States",US,FALSE,moderate,"Entire home/apt",2009,"$204 ","$41 ",10,9,11/19/2018,0.1,3,1,289,"Please no smoking in the house, porch or on the property (you can go to the nearby corner).  Reasonable quiet after 10:30 pm.  Please remove shoes in the house.",
1004098,"Large Cozy 1 BR Apartment In Midtown East",45498551794,verified,Michelle,Manhattan,"Murray Hill",40.74767,-73.975,"United States",US,TRUE,flexible,"Entire home/apt",2013,"$577 ","$115 ",3,74,6/22/2019,0.59,3,1,374,"No smoking, please, and no drugs.",
1004650,BlissArtsSpace!,61300605564,,Alberta,Brooklyn,Bedford-Stuyvesant,40.68688,-73.95596,"United States",US,FALSE,moderate,"Private room",2015,"$71 ","$14 ",45,49,10/5/2017,0.4,5,1,224,"Please no shoes in the house so bring slippers or extra socks to keep your feet warm- especially in winter! No smoking either inside or outside. Please be considerate of neighbors from 10pm-7am in terms of noise. Please take out any trash and leave in the large blue garbage bin at the end of the driveway when you leave.",
1005202,BlissArtsSpace!,90821839709,unconfirmed,Emma,Brooklyn,Bedford-Stuyvesant,40.68688,-73.95596,"United States",US,FALSE,moderate,"Private room",2009,"$1,060 ","$212 ",45,49,10/5/2017,0.4,5,1,219,"House Guidelines for our BnB We are delighted to welcome you.  Check in Sun â€“ Thurs by 8PM and Fri, Sat by 9pm. Please bear in mind that this is not a hotel but our home and we are opening it to you.  We will do our utmost to make your stay enjoyable and fun.  We ask that you take care to respect our home and its appearance.  Thank you.  Marilyn and Alan 1.ROOMS - The bedroom is yours for the duration of your stay.  Be sure to let us know if you need something.  Please keep it neat and tidy and take advantage of the closet and bureau for your belongings.  We do ask that you turn off lights, air conditioner, fan, etc. when you are not in the room. Thank you. 2.LIGHTS â€“ Please, too, remember to turn off lights on the stairway when returning.   3.KEYS - 2 house keys are provided - Replacement cost is $15 each 4.PARKING â€“ Parking is available on street at all times.   5.SHOES â€“ When the weather is inclement please remove shoes.   6.TOILETRIES - If you need them we can provide basic toiletr",
1005754,"Large Furnished Room Near B'way",79384379533,verified,Evelyn,Manhattan,"Hell's Kitchen",40.76489,-73.98493,"United States",US,TRUE,strict,"Private room",2005,"$1,018 ","$204 ",2,430,6/24/2019,3.47,3,1,180,"- Please clean up after yourself when using the kitchen. - When using the bathroom, please be careful to minimize the amount of water on the floor when showering and using the sink. - Please make sure to remove any strands of hair from the sink and floors with a tissue or paper towel. - Be respectful of the noise levels after 11pm.  - Please be quiet coming in late or leaving early. - No Smoking  - No Pets - No overnight guests - For safety reasons, please make sure to shut and lock the windows and front door when you leave. *** Note: cancellations are subject to fees that are non refundable ***",
1006307,"Cozy Clean Guest Room - Family Apt",75527839483,unconfirmed,Carl,Manhattan,"Upper West Side",40.80178,-73.96723,"United States",US,FALSE,strict,"Private room",2015,"$291 ","$58 ",2,118,7/21/2017,0.99,5,1,375,"NO SMOKING OR PETS ANYWHERE ON THE PROPERTY 1. Be respectful of the other tenants 2. If you use the grill, be sure to turn off the gas 3. Notify the owner of any discrepancies or things not functioning properly immediately 4. Please treat carpet stains promptly (or notify the owner) 5. Kindly turn off lights, air conditioners, and other electrical items when they aren't needed",
1006859,"Cute & Cozy Lower East Side 1 bdrm",1280143094,verified,Miranda,Manhattan,Chinatown,40.71344,-73.99037,"United States",US,FALSE,flexible,"Entire home/apt",2004,"$319 ","$64 ",1,160,6/9/2019,1.33,3,4,1,,
1007411,"Beautiful 1br on Upper West Side",18824631834,verified,Alan,Manhattan,"Upper West Side",40.80316,-73.96545,"United States",US,TRUE,flexible,"Entire home/apt",2008,"$606 ","$121 ",5,53,6/22/2019,0.43,4,1,163,"My ideal guests would be warm, friendly, and respectful of sharing my home and it's rhythms. I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",
1007964,"Central Manhattan/near Broadway",88136055909,verified,,Manhattan,"Hell's Kitchen",40.76076,-73.98867,"United States",US,FALSE,strict,"Private room",2008,"$714 ","$143 ",2,188,6/23/2019,1.5,4,1,258,"- One of the bedroom closets is not accessible to guests - Please be mindful of the neighbors, quiet time after 10PM  - Check-out time is at 11AM on the day of your departure.  - If you're going to smoke outside, please clean up after yourself and do not throw cigarette butts on the ground - The refrigerator and cabinets are available for your use but please do not take food items unless explicitly permitted",
1008516,"Lovely Room 1, Garden, Best Area, Legal rental",26802410424,verified,Darcy,brookln,"South Slope",40.66829,-73.98779,"United States",US,TRUE,moderate,"Private room",2010,"$580 ","$116 ",4,167,6/24/2019,1.34,4,3,47,,
1009068,"Wonderful Guest Bedroom in Manhattan for SINGLES",88920244552,verified,Leonardo,Manhattan,"Upper West Side",40.79826,-73.96113,"United States",US,FALSE,flexible,"Private room",2019,"$149 ","$30 ",2,113,7/5/2019,0.91,3,1,68,,
1009621,"West Village Nest - Superhost",46551725984,verified,Daniel,Manhattan,"West Village",40.7353,-74.00525,"United States",US,TRUE,flexible,"Entire home/apt",2018,"$578 ",,90,27,10/31/2018,0.22,3,1,100,"Arrival time can be no later than 9:00PM unless pre-arranged. No visitors allowed at anytime without prior approval. Overnight guests are not allowed at all. There is no room for guests. Don't ask. No smoking. 11:00 PM is quiet time while watching private room tv is acceptable. No eating meals in the room. It's too small, you'll see what I'm saying, and there's a nice dining table for that. Small snacks are fine. If you cook and/or uses dishes and utensils then please clean them so someone else can use them. Do not leave anything uncleaned in the sink overnight. Shared areas of the home are expected to be maintained after you use them. There are no room services provided other than normal cleaning. Closet and dresser space is provided for your clothes.",
1010173,"Only 2 stops to Manhattan studio",62566345680,unconfirmed,Heather,Brooklyn,Williamsburg,40.70837,-73.95352,"United States",,,moderate,"Entire home/apt",2009,"$778 ",,2,148,6/29/2019,1.2,3,1,197,"Absolutely no smoking in the building, handling of art work or damaging personal property. All additional charges for movie rental are the responsibility of the renter. Shower before entering the hot tub. No glass or food in the hot tub. Turn off all lights and appliances when leaving the unit.",
1010725,"Perfect for Your Parents + Garden",80380130347,verified,Ryan,Brooklyn,"Fort Greene",40.69169,-73.97185,"United States",,,flexible,"Entire home/apt",2006,"$656 ",,2,198,6/28/2019,1.72,5,1,96,"- Please be mindful of the neighbors, quiet time after 10PM  - Check-out time is at 11AM on the day of your departure.  - If you're going to smoke outside, please clean up after yourself and do not throw cigarette butts on the ground - The refrigerator and cabinets are available for your use but please do not take food items unless explicitly permitted",
1011277,"Chelsea Perfect",73862528370,verified,Alberta,manhatan,Chelsea,40.74192,-73.99501,"United States",,,moderate,"Private room",2008,"$460 ",,1,260,7/1/2019,2.12,3,1,325,,
1011830,"Hip Historic Brownstone Apartment with Backyard",72145018858,,Martin,Brooklyn,"Crown Heights",40.67592,-73.94694,"United States",,,moderate,"Entire home/apt",2004,"$1,095 ",,3,53,6/22/2019,4.44,5,1,345,"LAUNDRY - Laundry can be done by the visitor before 10 pm, preferably on weekends. - Please provide your own detergent and fabric conditioner. Keep the machine clean and remember to clean the filter before and after use. - Please ask hosts to teach you how to operate the machines if you are not familiar with it. - Please limit your load and washes as not to overload the machine. - One wash per week will be ideal. HOUSEKEEPING - The bedrooms shall be kept clean and tidy by the visitor. - Please be respectful of others and keep the bathroom clean â€“ do not leave dirty clothes and trash lying around. - Each visitor is responsible for cleaning their own dirty dishes and throwing their own trash in the garbage bin outside. - Please provide your own toiletries such as bath soap, shampoo and toothpaste.  KITCHEN USE  - We are sharing our kitchen and kitchenware stuff. Please make sure to take care of them and make sure you clean, dry and put them back where you found them. If you are cooking, ",
1012382,"Huge 2 BR Upper East  Cental Park",79805143117,verified,Audrey,Manhattan,"East Harlem",40.79685,-73.94872,"United States",,,moderate,"Entire home/apt",2013,"$281 ","$56 ",7,0,,,3,2,347,"No smoking, No pets.  No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also  refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.",
1012934,"Sweet and Spacious Brooklyn Loft",86554611512,verified,Alissa,Brooklyn,Williamsburg,40.71842,-73.95718,"United States",,,flexible,"Entire home/apt",2016,"$477 ","$95 ",3,9,12/28/2021,0.07,3,1,193,"- No smoking or open flames on the property - Please respect the peace and privacy of our neighbors  - Access Roslindale Urban Wild from street - do not jump backyard fence - Max of 3 occupants, please!",
1013487,"CBG CtyBGd HelpsHaiti rm#1:1-4",53754237010,verified,Mary,Brooklyn,"Park Slope",40.68069,-73.97706,"United States",,,moderate,"Private room",2013,"$133 ","$27 ",2,130,7/1/2019,1.09,4,6,54,"Arrival time can be no later than 10:00PM. No visitors allowed at anytime without prior approval. Overnight guests are only allowed as part of the reservation. Never more than 2 people in this room.  No smoking. 11:00 PM is quiet time while watching private room tv is acceptable. No eating meals in the room. It's too small, you'll see what I'm saying, and there's a nice dining table for that. Small snacks are fine. If you cook and/or uses dishes and utensils then please clean them so someone else can use them. Do not leave anything uncleaned in the sink overnight. Shared areas of the home are expected to be maintained after you use them. There are no room services provided other than normal cleaning. Closet and dresser space is provided for your clothes.",
1014039,"CBG Helps Haiti Room#2.5",87668933180,,William,Brooklyn,"Park Slope",40.67989,-73.97798,"United States",,,moderate,"Private room",2017,"$1,050 ","$210 ",1,39,1/1/2019,0.37,3,6,9,,
1014591,"CBG Helps Haiti Rm #2",57827496420,unconfirmed,Charlotte,Brooklyn,"Park Slope",40.68001,-73.97865,"United States",,,strict,"Private room",2005,"$816 ","$163 ",2,71,7/2/2019,0.61,4,6,344,"We take great care of our home and expect you to do the same.  Smoking is not permitted anywhere on the property.",
1015144,"MAISON DES SIRENES1,bohemian apartment",48387947293,,Miranda,Brooklyn,Bedford-Stuyvesant,40.68371,-73.94028,"United States",,,strict,"Entire home/apt",2006,"$1,175 ","$235 ",2,88,6/19/2019,0.73,4,2,372,,
1015696,"Sunny Bedroom Across Prospect Park",81686279636,,Carlos,Brooklyn,"Windsor Terrace",40.65599,-73.97519,"United States",,,moderate,"Private room",2021,"$530 ","$106 ",1,19,6/23/2019,1.37,5,2,344,"Quiet neighborhood, middle apartment of big house, quiet after 11:00. No smoking or candles in apartment.  Clean kitchen after use.",
1022323,"Cute apt in artist's home",88653822946,verified,Joyce,Brooklyn,Bushwick,40.70186,-73.92745,"United States",US,TRUE,moderate,"Entire home/apt",2005,"$1,097 ","$219 ",2,231,6/22/2019,1.96,3,2,214,"Please no shoes inside the house and no  smoking (cigarettes or anything else) either in or outside. Please be respectful of neighbors in the evening and early morning (10pm-7am). When you leave at the end of your stay, please take your trash outside to the large garbage bin at the end of the driveway.",
1022876,"Country space in the city",49725315867,verified,Deanna,Brooklyn,Flatbush,40.63702,-73.96327,"United States",US,TRUE,strict,"Private room",2011,"$1,020 ","$204 ",1,0,,,3,1,356,"House Guidelines for our BnB We are delighted to welcome you.  Check in Sun â€“ Thurs by 8PM and Fri, Sat by 9pm. Please bear in mind that this is not a hotel but our home and we are opening it to you.  We will do our utmost to make your stay enjoyable and fun.  We ask that you take care to respect our home and its appearance.  Thank you.  Marilyn and Alan 1.ROOMS - The bedroom is yours for the duration of your stay.  Be sure to let us know if you need something.  Please keep it neat and tidy and take advantage of the closet and bureau for your belongings.  We do ask that you turn off lights, air conditioner, fan, etc. when you are not in the room. Thank you. 2.LIGHTS â€“ Please, too, remember to turn off lights on the stairway when returning.   3.KEYS - 2 house keys are provided - Replacement cost is $15 each 4.PARKING â€“ Parking is available on street at all times.   (website hidden) â€“ When the weather is inclement please remove shoes.   6.TOILETRIES - If you need them we can provide basi",
1023428,"LowerEastSide apt share shortterm 1",31736204344,,Clark,Manhattan,"Lower East Side",40.71401,-73.98917,"United States",US,TRUE,moderate,"Shared room",2012,"$1,010 ","$202 ",1,214,7/5/2019,1.81,5,4,110,"Not smoking, drugs, or alcoholics allow. Guest most inform the purpose of their trip and provide ID or passport upon arrival. Only 1 gust allow unless the guest consult the host first for any other type of arrangements.",
1023980,"ENJOY Downtown NYC!",63131487263,unconfirmed,Byron,Manhattan,"East Village",40.7229,-73.98199,"United States",US,FALSE,strict,"Private room",2005,"$563 ","$113 ",2,245,6/21/2019,2.08,3,2,354,,
1024533,"Beautiful Sunny Park Slope Brooklyn",50357575975,verified,Alina,Brooklyn,"South Slope",40.66278,-73.97966,"United States",US,TRUE,flexible,"Entire home/apt",2020,"$370 ","$74 ",3,15,5/27/2019,0.39,2,1,33,"No smoking inside. Since I have a dog, there are no other pets allowed.",
1025085,"1bdr w private bath. in lofty apt",45597582469,,Charlie,Brooklyn,"Fort Greene",40.69673,-73.97584,"United States",US,FALSE,strict,"Private room",2008,"$687 ","$137 ",7,25,9/30/2018,0.23,1,1,405,"No smoking, No pets. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.",
1025637,"West Side Retreat",55430108992,unconfirmed,Alford,Manhattan,"Upper West Side",40.79009,-73.97927,"United States",US,FALSE,strict,"Private room",2017,"$856 ","$171 ",4,81,6/16/2019,0.69,3,1,86,"Free WiFi! * No smoking anywhere on property. *No out-door shoes to be worn in the house. We ask that guests be willing to be considerate and quiet while coming and going from 10 pm to 6 am, please. This is a non-smoking property. There is no smoking anywhere on the property, inside nor on the porch. We also ask guests to bring inside shoes/slippers. Thank you. As this is our home, we request you not to move the furniture nor our belongings around and to treat our home as you would wish your home to be treated. Thank you.",
1059880,"Beautiful Duplex Apartment",74182934364,verified,Lilianna,Brooklyn,"Park Slope",40.66941,-73.98109,"United States",,,moderate,"Entire home/apt",2008,"$243 ","$49 ",30,88,11/2/2018,0.79,2,1,267,,
1060432,"Large 2 Bedroom Great for Groups!",94662871331,unconfirmed,Tess,Brooklyn,Bedford-Stuyvesant,40.68373,-73.92377,"United States",,,flexible,"Entire home/apt",2016,"$500 ","$100 ",90,162,6/28/2019,1.46,3,2,189,"- Thanks for not smoking and leaving your pets at home! Thanks for keeping the house locked. Thanks for not throwing big parties, small dinner parties or bbq is fine. And... all of the usual stuff that is just good common sense like returning the apartment to the way it looked when you arrived.  At the end of your stay, please strip the beds and put the sheets on the floor next to stairs. Towels can be put with the sheets. Trash and recycling pick up is on Thursday mornings. If you are staying through a Thursday, please put your garbage and recycling outside in the appropriate barrels Wednesday night or by 7:00 am on Thursdays. THANKS!",
1060984,"Modern Brooklyn Apt., August sublet",38981444696,unconfirmed,Ned,Brooklyn,Williamsburg,40.71459,-73.94844,"United States",US,FALSE,strict,"Entire home/apt",2017,"$589 ","$118 ",30,29,5/26/2018,0.4,1,1,83,"This is a pretty quiet house in a residential neighborhood, so please be respectful of noise. No overnight guests without prior arrangements being made.",
1061537,"1,800 sq foot in luxury building",18044628997,unconfirmed,Emma,Manhattan,Harlem,40.8092,-73.94421,"United States",US,TRUE,flexible,"Private room",2005,"$839 ","$168 ",2,170,6/23/2019,1.61,1,1,258,"No smoking, drugs, loud volume, loud partying please. No outdoor shoes inside the house please, indoor slippers are provided. I don't charge cleaning fee so please help me keep the place clean and organized by cleaning up after yourself, thank you.",
1062089,"Sunny 2-story Brooklyn townhouse w deck and garden",85201462079,verified,Alen,Brooklyn,Gowanus,40.68157,-73.98989,"United States",US,FALSE,strict,"Entire home/apt",2011,"$528 ","$106 ",30,19,3/17/2017,0.2,2,1,400,"We ask that guest DO NOT host any additional guest. NO partying or loud music.  Please DO NOT interact with other tenants on property.  There is ABSOLUTELY NO smoking allowed on the property. NO pets allowed. ",
1062641,"Times Square, Safe, Clean and Cozy!",61210263217,unconfirmed,Kevin,Manhattan,"Hell's Kitchen",40.75527,-73.99291,"United States",US,TRUE,strict,"Private room",2014,"$66 ","$13 ",2,334,6/16/2019,3,1,2,34,"You will be very comfortable in our home but we ask that guests are respectful of the artwork that we have as we want to keep the place a fun place to hang out!  Please no smoking.",
1063194,"Cozy Room #3, Landmark Home 1 Block to PRATT",85719117699,unconfirmed,Miller,Brooklyn,"Clinton Hill",40.68698,-73.96572,"United States",US,TRUE,flexible,"Private room",2014,"$761 ","$152 ",2,19,6/2/2019,0.2,4,6,203,"No smoking in the apartment, even with the windows open. No excessive cologne/perfume. Please take off your shoes on the landing and don't wear any outdoor shoes inside. No food in the bedrooms, please. No food or drinks in the music room. Be considerate of the neighbors; no excessive noise, and keep quiet after 9pm. Please tell me if anything gets broken in the apartment. Talk to me first if you want to hold Yggy. Don't open the terrarium before we talk. No overnight guests without clearing with me first.",
1063746,"Beautiful Apartment East Village",95420528585,verified,Penelope,Manhattan,"East Village",40.7288,-73.98192,"United States",US,TRUE,flexible,"Entire home/apt",2007,"$523 ","$105 ",7,12,,0.13,5,1,35,"Guests are expected to be respectful, kind, neat, and reasonably quiet. Loud noise and heavy footsteps do travel from the second floor to the downstairs neighbors, so please be nice and don't stomp or yell.   No open flames and absolutely no smoking. Be respectful of what is in the house. Do not invite over others who are not in the plan. Thank you! ",
1064298,"Park Slope Green Guest House",56820832918,,Rosie,Brooklyn,"South Slope",40.66853,-73.98912,"United States",US,TRUE,strict,"Entire home/apt",2004,"$631 ","$126 ",30,467,12/30/2018,4.22,3,2,280,,
1073135,"ACCOMMODATIONS GALORE #1",90525781448,unconfirmed,Daniel,Manhattan,Harlem,40.81618,-73.94894,"United States",US,TRUE,flexible,"Entire home/apt",2005,"$449 ","$90 ",3,155,6/20/2019,1.42,3,3,410,"Tenant Agreement: House Rules: The landlord reserves the right to inspect the unit to enforce the terms of this agreement at any time. No smoking. No parties. No pets. Reduced noise after 11pm. No sublet. No more than eight people to reside on premises unless given written approval.  No refunds to be given for shortened stays.  No refunds to be given for any cable or internet WI-FI outages.  You are responsible for safe keeping of your own valuables. The landlord is not responsible for lost items.",
1073687,"Sunny Room in New Condo",35058485479,verified,Victoria,Brooklyn,"Clinton Hill",40.68414,-73.96351,"United States",US,FALSE,moderate,"Private room",2018,"$930 ","$186 ",3,260,7/3/2019,2.35,4,1,388,"Please leave your shoes in the entranceway.  I will leave the house sparkly clean for you and hope that youll do the same for me. ;) If you are a smoker you are welcome to use either the back porch or roofdeck.  There is an ashtray on the back porch.  Please be considerate of neighbors with outdoor noise levels. Congrats! You get to be surrogate parents to the other residents of 9 mark st, Turtle and Froggy, my cats.  Ill leave plenty of food for them but you are responsible for feeding them.... and they will thank you with lots of purring and snuggly lap time.",
1074240,"Stylish & Sleek Apartment Near SoHo!",24559680874,verified,Brooke,Manhattan,"East Village",40.72392,-73.99143,"United States",US,FALSE,strict,"Entire home/apt",2006,"$329 ","$66 ",5,73,6/25/2019,0.66,4,1,13,"There are two other units in the same building and we respect each other with noise.  Guests are asked not to have loud music or any parties. We don't charge a cleaning fee so please leave the house in good shape when you leave.  Please load the dishwasher and run it prior to departing. Thank you!",
1074792,"NYC artistsâ€™ loft with roof deck",48867545848,verified,Lilianna,Brooklyn,Greenpoint,40.73494,-73.9503,"United States",US,FALSE,flexible,"Private room",2006,"$1,125 ","$225 ",3,193,5/20/2019,1.86,2,1,62,,
1075344,"Unique & Charming small 1br Apt. LES",77518406270,unconfirmed,,Manhattan,"Lower East Side",40.71341,-73.98856,"United States",US,FALSE,moderate,"Entire home/apt",2013,"$1,099 ","$220 ",3,32,6/14/2019,0.29,5,1,62,,
1075897,"Most Central Location!",53246473793,unconfirmed,,Manhattan,"Hell's Kitchen",40.76754,-73.98399,"United States",US,FALSE,strict,"Private room",2013,"$256 ","$51 ",2,50,5/26/2019,0.45,2,3,366,"Please be respectful of my things! I have a lot of stuff that I have collected over the years. Absolutely NO smoking.  This is a really relaxing space and the neighbors are all really cool.  -Pets are allowed -If you cook, please clean after yourself and make proper use of the garbage disposal.",
1076449,,80835835733,unconfirmed,,Manhattan,"West Village",40.73442,-74.00303,"United States",US,FALSE,strict,"Entire home/apt",2013,"$263 ","$53 ",29,26,7/1/2019,0.25,5,1,338,"Please reserve for yourself rather than for someone else. Air B&B has this as a basic requirement so the host than look at reviews of the guest, not of the person making the reservation. You can smoke on the back porch.  Well-behaved, non-barky, friendly dogs are welcome to sleep on the floor or in their own dogbed.",
1077001,"Sanctuary in East Flatbush",41763838164,unconfirmed,Anna,Brooklyn,Flatlands,40.63188,-73.93248,"United States",US,TRUE,moderate,"Private room",2020,"$96 ","$19 ",2,2,1/1/2019,0.02,4,1,334,"Please clean after yourself, wipe spilled water after using the bathroom, do not smoke in the apartment and treat the place as you would treat your home! Please let us know about pets or service animals in advance.",
1082524,"Retreat in Williamsburg",22731046418,verified,Abraham,Brooklyn,Williamsburg,40.71492,-73.95935,"United States",US,TRUE,strict,"Entire home/apt",2007,,"$64 ",4,240,6/17/2019,2.19,3,1,337,"Leave shoes by door No strong scents (perfumes, hair sprays, etc.) No events, drunkenness, or loud music No noise in the stairway",
1083076,"NYC Zen",83696952551,verified,Amelia,,"East Village",40.72354,-73.98295,"United States",US,FALSE,strict,"Entire home/apt",2003,,"$119 ",3,30,6/17/2019,0.28,5,1,344,"No Smoking No Pets No Parties",
1083629,"Cozy BR in Wiliamsburg 3 Bedroom",26995415534,verified,Bruce,Brooklyn,Williamsburg,40.71165,-73.96087,"United States",US,FALSE,moderate,"Private room",2003,"$1,133 ","$227 ",3,200,6/22/2019,1.86,5,4,166,"You must disclose at what time you are planning to arrive when booking.  If it's too late at night, we may not be able to accommodate you.  If you don't disclose the information, your reservation will be canceled immediately.  International guests:  Please make sure your visa/work permits are in order.  We cannot refund your money if you are unable to come because your paperwork was not in order.  If you are booking far in advance because of work/study issues, please be aware that if things change because of whatever circumstance we are not able to give you a full refund.  Please understand that we have kept your place for months foregoing other bookings.  The policy is that if you let us know a week in advance, you will receive 50% of what you have paid.  Also, the money that you pay upfront to secure the place is kept by airbnb which handles all money transactions.  No smoking indoors, only on the deck.  No pets.  Come and go as you please.  No loud music please.  Own housekeeping du",
1084181,"Sunny Room in Old Historical Brooklyn Townhouse",7020663711,unconfirmed,Jessica,Brooklyn,"Fort Greene",40.69101,-73.97312,"United States",US,TRUE,strict,"Private room",2014,"$162 ","$32 ",8,27,6/29/2019,1.05,4,5,18,"I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine.",
1084733,"Sun Filled Classic West Village Apt",45352858672,verified,Valeria,Manhattan,"West Village",40.73474,-74.00101,"United States",US,FALSE,moderate,"Private room",2009,"$944 ","$189 ",4,79,6/22/2019,0.74,3,1,130,"- Minimum two night stay  - No smoking or drugs  - No parties and please be respectful of neighbors - Pets are welcome for an extra $50/night",
1085286,"Lg Rm in Historic Prospect Heights",28372000134,unconfirmed,Wilson,Brooklyn,"Prospect Heights",40.67386,-73.96641,"United States",US,TRUE,moderate,"Private room",2009,"$505 ","$101 ",15,9,5/10/2013,0.09,2,1,43,"Please! No parties, no pets, no smoking, no illegal downloading from the Internet.",
1085838,"Classic Artist Loft Williamsburg",85684057000,verified,Mike,Brooklyn,Williamsburg,40.71536,-73.96057,"United States",US,TRUE,strict,"Private room",2009,"$113 ","$23 ",3,155,6/13/2019,1.61,2,1,18,,
