id,NAME,"host id",host_identity_verified,"host name","neighbourhood group",neighbourhood,lat,long,country,"country code",instant_bookable,cancellation_policy,"room type","Construction year",price,"service fee","minimum nights","number of reviews","last review","reviews per month","review rate number","calculated host listings count","availability 365",house_rules,license
1086390,,47292670441,unconfirmed,Dainton,Brooklyn,"Prospect Heights",40.6741,-73.96595,"United States",US,FALSE,flexible,"Entire home/apt",2020,"$810 ","$162 ",15,4,8/27/2018,0.05,3,1,0,"Events or parties are a separate charge at our Bed and Breakfast. Nothing after 10 pm.",
1086943,"Private Bdrm/Bathrm. New! Elevator!",80380133240,unconfirmed,Audrey,Manhattan,"East Harlem",40.79295,-73.93997,"United States",US,TRUE,moderate,"Private room",2022,"$370 ","$74 ",2,34,,0.32,5,1,373,"No smoking, No animalsâ€”we already have enough! No house parties. The maximum number of guests allowed in this room is two. Additional guests are not allowed unless they're just stopping in for a brief visitâ€”still, please do clear it with me first.  I am trustworthy, clean and respectful and I expect my guests to be the same.  This is a calm, quiet neighborhood, so we ask that guests please adjust their decibels accordingly.  I ask that guests leave rooms the same way  they found them, making sure to clean up after cooking, to take hair out of the drains, and to put trash in trashcans.  Please  make yourself at home and feel free to use all my kitchen stuff, though I do have to play kitchen Nazi with a few items that require special cleaning (wok! cast iron frying pan!).  No pets allowed. No smoking. No storage permitted outside of rented room, outside of basket for toiletries in bathroom that I'll  point out to you.  Guests will please keep perishables in the college-size refrigerator ",
1087495,"Sunny, clean 1 bdrm in W. Village",75987317883,verified,James,Manhattan,"West Village",40.73226,-74.00401,,,,,"Entire home/apt",2018,"$738 ","$148 ",45,134,,1.24,3,1,426,,
1088047,"Great location in Williamsburg",51756716507,unconfirmed,Roman,Brooklyn,Williamsburg,40.71363,-73.96398,,,,,"Entire home/apt",2007,"$1,013 ","$203 ",6,27,,0.25,3,1,396,,
1088599,"Light and Airy Upper East Side 1 BDR apartment",30351473270,unconfirmed,Kellan,Manhattan,"Upper East Side",40.77711,-73.9527,,,,,"Entire home/apt",2004,"$464 ","$93 ",4,126,,1.16,1,2,280,,
1089152,"Luxury Brownstone in Boerum Hill",22525653405,unconfirmed,Owen,Brooklyn,"Boerum Hill",40.68559,-73.98094,,,,,"Entire home/apt",2006,"$744 ","$149 ",3,23,,0.27,2,1,419,"There is no smoking in or immediately around the building. The building's quiet hours begin at 9pm. After this time it's very important that you not play music loudly, have noisy guests over, etc.",
1089704,"CENTRAL PARK LOFT all for YOU",82585795978,verified,Eddy,Manhattan,"Upper East Side",40.77456,-73.95323,,,,,"Entire home/apt",2014,"$764 ","$153 ",1,234,6/8/2019,2.6,5,2,353,,
1090256,"Indie-Chic Share In Williamsburg",1595619477,unconfirmed,Darcy,,Williamsburg,40.71088,-73.95055,,,,,"Private room",2022,"$1,020 ","$204 ",4,202,5/28/2019,1.86,5,2,377,"No smoking in the apartment, even with the windows open. No excessive cologne/perfume. Please take off your shoes on the landing and don't wear any outdoor shoes inside. No food in the bedroom, please. No food or drinks in the music room. Be considerate of the neighbors; no excessive noise, and keep quiet after 9pm. Please tell me if anything gets broken in the apartment. Talk to me first if you want to hold Yggy. Don't open the terrarium before we talk. No overnight guests.",
1090809,"A room w/ a Manhattan view, longer stay",973585651,unconfirmed,Dominik,Queens,Sunnyside,40.74559,-73.92313,,,,,"Private room",2018,"$355 ","$71 ",30,28,4/12/2019,0.26,1,1,395,"- We have a very friendly cat and two chickens (in our outdoor coop in the back of the yard). Chickens and cat will be cared for/fed ( including cat litter box) by a pet sitter through a private basement entrance. We just ask that you let our indoor/outdoor cat in and out when you are home and please enjoy our fresh "daily"" eggs."",
1091361,"Private, Large & Sunny 1BR w/W&D",86944769515,verified,Aldus,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659,,,,,"Entire home/apt",2008,"$244 ","$49 ",2,309,6/22/2019,,4,2,169,"Please keep cats out of bedrooms and bathroom, by keeping those doors closed.  Don't let cats outside the apartment.  No smoking.  Make sure front door is locked when you come in.",
1091913,"Luxurious Condo in DUBMO with View",20270952150,unconfirmed,Edith,Brooklyn,DUMBO,40.70207,-73.98571,"United States",US,TRUE,strict,"Private room",2016,"$385 ","$77 ",47,14,4/25/2021,,2,1,190,"Please care for our home as you would your own. This is not a vacation rental, it is our real home :)  Upon your departure please load and run the dishwasher, and take out your garbage and recycling. Instructions will be provided for you.",
1092466,"Charming & Cozy midtown loft any WEEK ENDS  !!!",3310140241,verified,Luke,Manhattan,"Upper East Side",40.76123,-73.9642,"United States",US,FALSE,flexible,"Entire home/apt",2021,"$950 ","$190 ",81,4,9/23/2016,,1,1,335,"Please be respectful.  Keep noise to a minimum after 9pm. No Smoking. No recovering patients from medical procedures. Thanks!",
1093018,"* Spacious GARDEN Park Slope Duplex* 6 people max",61571782497,verified,Nicole,Brooklyn,Gowanus,40.66858,-73.99083,"United States",US,FALSE,strict,"Entire home/apt",2021,"$374 ","$75 ",144,80,7/6/2019,,2,1,52,"No candles, smoking or flame of any kind is allowed.  No pets and please be sensitive to the environment and our bills by turning off lights, heat and water when not in the apartment.",
1093570,"Convenient cozy cheap apt Manhattan",29280666536,unconfirmed,Agata,Manhattan,Harlem,40.82704,-73.94907,"United States",US,FALSE,flexible,"Entire home/apt",2011,"$375 ","$75 ",371,2,11/2/2015,,4,1,70,"You will be sharing a bathroom, so you must be considerate of time spent in the bathroom in the morning when getting ready. If you use the kitchen, please put the dirty cups, bowls, plates, and silverware in the dirty dishes tub, and hand wash all of the pots, pans, and cooking tools you use. Please clean up any mess you may have made. Remember to turn on the fan when using the stove or oven so the fire alarm does not go off from the steam! Please only smoke outside, away from the apartment building, and dispose of your cigarettes responsibly. Checkout: Checkout is at 11:00 am, please inquire if you would like to check out later or leave your bags with us for the day. If we are not awake/home when you leave, please leave the passes on the desk in your room, lock the front door behind you, and put your keys in the lock box behind the front stair case.",
1094122,"Parlor Room In Victorian Townhouse",45745264571,,Heather,,"Clinton Hill",40.68843,-73.96408,"United States",US,TRUE,strict,"Private room",2004,"$925 ","$185 ",149,294,6/24/2019,,3,3,311,,
1094675,"House On Henry (2nd FLR Suite)",44408473243,,James,Brooklyn,"Carroll Gardens",40.6783,-74.00135,"United States",US,FALSE,moderate,"Entire home/apt",2008,"$842 ","$168 ",273,150,6/18/2019,1.4,5,3,141,"-Please no pets -Quiet hours are from 10pm - 8am -No smoking inside, outside is fine -Please be respectful of the place, and cleaning up after yourself",
1095227,"New York room with a view",95792367490,,Dexter,"Staten Island","St. George",40.64524,-74.08088,"United States",US,TRUE,strict,"Private room",2003,"$1,015 ","$203 ",131,166,6/13/2019,1.66,4,1,-1,"Please tell me about who you will be traveling with and your purpose for the trip. I will accept adults traveling with a child over 7 years old. But I do not accept more than 2 guests at a time. So 1 adult and 1 child is fine. Are you traveling for work, visiting friends in this area, or a tourist on vacation? This is a friendly house hold, reasonably quiet. You will have to pass through our part of the house in order to get to the third floor. We expect guests to be reasonably quiet coming in and out before (9AM and after 10PM. Kindly remove your shoes as well.  No smoking. No pets. For safety reasons please do not invite other people to our place without permission. There is a fire ladder under the bed in the bedroom, as a second means of egress.  Please recycle. I will provide a paper bag for you to put your recycled items in. For summer months, there are two AC units provided. PLEASE keep doors and windows closed whenever you are using the AC. Otherwise please shut the AC off, if y",
1095779,"Sunny cozy room in Brklyn townhouse",29877853006,,Jared,Brooklyn,Bushwick,40.70641,-73.91765,"United States",US,FALSE,moderate,"Private room",2014,"$503 ","$101 ",275,47,6/19/2019,0.94,5,1,263,"No pets that shed; If you have a hypo-allergenic dog that is ok. ",
1096332,"Room with a View",80294758485,,Eric,Bronx,Highbridge,40.83232,-73.93184,"United States",US,TRUE,flexible,"Private room",2006,"$483 ","$97 ",323,219,7/4/2019,2.04,1,3,200,"All I ask is that you don't make too big a mess, don't smoke, don't break anything, and be respectful of my roommates/neighbors.",
1096884,"Light+Open+Airy+Rustic+Modern Loft",33855109201,,Freddie,Brooklyn,Williamsburg,40.71045,-73.9677,"United States",US,FALSE,strict,"Entire home/apt",2005,"$176 ","$35 ",59,193,7/6/2016,1.78,4,1,219,"- The building and its premises and grounds are 100% smoke free. No smoking of any kind is allowed, neither inside or outside. No smoking in front of the house please. - Please use only the front stairs for access - We apologize but the tub is not available for use. - Please make sure to return any furniture you take out to the deck at night, to prevent it from getting it wet from rain or dew. Thanks!",
1097436,"West Inn 2 - East Village",56474290668,,Olivia,Manhattan,"East Village",40.72518,-73.98034,"United States",US,FALSE,flexible,"Private room",2020,"$185 ","$37 ",99,84,6/23/2019,0.78,4,4,144,"Smoking whatever is your preference is ok on the decks.  Please use ashtrays and dispose of debris.    Clean up after your pet but feel free to use the yard for bathroom activities.",
1097989,"Financial District Luxury Loft",57567873573,verified,Amy,Manhattan,"Financial District",40.70666,-74.01374,"United States",US,FALSE,strict,"Entire home/apt",2022,"$387 ","$77 ",268,114,6/20/2019,1.06,4,1,320,"No Smoking.  Smoke alarms will sound (not just in the unit, but throughout the other units in the building as well).  Please keep the outside gate closed.  No parties. Overnight guests, other than those listed on the reservation, are not allowed.",
1098541,"BROOKLYN VICTORIAN STYLE SUITE.....",83631499592,unconfirmed,Frederick,Brooklyn,"Fort Greene",40.69098,-73.97113,"United States",US,FALSE,flexible,"Private room",2008,"$1,155 ","$231 ",-10,213,6/24/2019,2,5,2,19,"There is no smoking on the property. No outside guests are allowed. The building's quiet hours begin at 9pm.",
1099093,"Your own Lovely West Village Studio",64716183027,verified,April,Manhattan,"West Village",40.73756,-74.00405,"United States",US,FALSE,strict,"Entire home/apt",2017,"$665 ","$133 ",189,86,6/1/2019,0.8,1,1,293,"We expect guests to treat this as they would their own home.  We don't allow pets.  We don't allow smoking.",
1099645,"ACCOMMODATIONS GALORE#3. 1-5 GUESTS",13628045272,verified,Daniel,Manhattan,Harlem,40.81526,-73.94791,"United States",US,TRUE,strict,"Entire home/apt",2013,"$175 ","$35 ",30,80,5/26/2019,0.75,2,3,58,"We ask guests to leave the house as they found it and to respect our home, our belongings, and our privacy. No smoking or drug use in our home at any time.",
1100198,"Greenwich Village Stylish Apartment",31589665723,unconfirmed,Jared,Manhattan,"West Village",40.73423,-74.0046,"United States",US,TRUE,strict,"Entire home/apt",2012,"$408 ","$82 ",340,38,4/20/2016,0.36,1,1,163,"I appreciate guests on the quiet side who are mindful that this is my home. Non-smoking please. No open flames permitted. No pets.",
1100750,"Clean and Cozy Harlem Apartment",42380667906,verified,Ashton,Manhattan,Harlem,40.82374,-73.9373,"United States",US,FALSE,strict,"Entire home/apt",2019,"$601 ","$120 ",128,18,12/17/2018,1.79,3,1,240,"We live on the premises - two women,  two dogs and a cat. We are a strictly NON-SMOKING household - this includes all smokeable substances. We tend to stay up late, so late arrivals to about 11 pm or so are OK. We can arrange for a later check-in via a key box, but we may not meet you in person until the next morning. Check-in is after 5 pm except by prior arrangement, and checkout is at 11 am promptly to allow time for the unit to be cleaned before the next guest. This is a quiet residential neighborhood so please, no parties or loud music. There is door from the 3rd floor onto the roof as a safety exit, but the rubber roof is very delicate.  If you are tempted to walk out on the roof, please do so in your bare feet only.  There is no railing for the roof.  Under no circumstances may children access the roof. Thank you for not smoking any substance on the roof, on the deck or anywhere on the premises.",
1101302,"Fort Greene, Brooklyn: Center Bedroom",9549678609,unconfirmed,Adele,Brooklyn,"Fort Greene",40.68863,-73.97691,"United States",US,FALSE,flexible,"Private room",2011,"$107 ","$21 ",350,206,6/30/2019,1.92,4,2,96,"-No shoes in our home. Please leave them at the door in the foyer. -No smoking in the house indoors. There are ashtrays outside. -No stealing cutlery, utensils, other kitchen items or of any kind. -No damaging walls or windows. -No alterations, decorations, structural changes or additions to the premises. -No lock combinations shall be shared, nor a new lock installed. -Please do not take any of the local town guides. They are for information purposes. -All children should be supervised. -No early check-in or late checkout without prior approval from the property manager. -The maximum occupancy (per contract) {and conditional pet request} may not be exceeded at any time during reservation. -When showering please keep shower curtain inside the tub",
1101855,"Beautiful Queens Brownstone! - 5BR",65716686884,unconfirmed,Brad,Queens,Ridgewood,40.70382,-73.89797,"United States",US,TRUE,flexible,"Entire home/apt",2011,"$724 ","$145 ",166,10,5/12/2019,0.11,4,5,300,"No Parties allow  Non smoking",
1102407,"Couldn't Be Closer To Columbia Uni",44580630332,unconfirmed,Bruce,Manhattan,"Morningside Heights",40.80549,-73.95924,"United States",US,FALSE,strict,"Private room",2019,"$450 ","$90 ",110,122,5/14/2019,1.18,4,2,425,,
1102959,,35675205624,unconfirmed,Daniel,Brooklyn,Williamsburg,40.71627,-73.9587,"United States",US,FALSE,strict,"Entire home/apt",2004,"$1,153 ","$231 ",57,33,4/8/2019,0.58,4,1,421,"This is a home, not a hotel.  Conservation is important. Please do not waste water or electricity. We recycle, reuse, compost and minimize waste. Clean up after yourself and put things away It's a family friendly, urban neighborhood with incidents of crime; please lock doors and windows. Basic self-awareness of the impact of your choices. Communication is important. Let me know what you need. The dining area is not a work space. There is a desk and chaise lounge in guest room that should be used for workspace. I have a study/living room which is not meant for guests.",
1103512,"Park Slope haven 15 mins from Soho",36806839312,unconfirmed,Kelsey,Brooklyn,"Park Slope",40.67994,-73.97863,"United States",US,FALSE,strict,"Entire home/apt",2015,"$327 ","$65 ",142,52,6/5/2019,0.5,4,1,83,"No smoking.",
1115662,,14045566528,,Adrianna,Manhattan,Harlem,40.81035,-73.94598,"United States",US,FALSE,moderate,"Entire home/apt",2022,"$749 ","$150 ",1,104,6/22/2019,1,1,5,15,"Please respect our neighbors and keep the noise level at a respectful level. While we hear very little from our downstairs neighbor, she hears our sounds easily.",
1116214,"Cozy bedroom by Yankee Stadium",30253075852,,Vincent,Bronx,Highbridge,40.83075,-73.93058,"United States",US,TRUE,flexible,"Private room",2007,"$538 ","$108 ",1,138,6/30/2019,1.45,1,3,138,"THIS IS A NON-SMOKING RESIDENCE. NO Children under the age of 16  Smoking is permitted on your private deck only. Quiet hours are from 11:00 p.m. - 7:00 a.m. No pets allowed. Be respectful of your neighbors.",
1116767,"Great apartment with private bathroom and entrance",50778476532,,Frederick,Manhattan,"East Harlem",40.79958,-73.94275,"United States",US,FALSE,flexible,"Private room",2007,"$252 ","$50 ",5,204,6/23/2019,1.92,1,1,327,"1. no pets 2. no smoking 3. no use of fireplace ",
1117319,"Private Garden Apt â€¢ New Renovation",760769897,,Ryan,Brooklyn,Williamsburg,40.71625,-73.93845,"United States",US,TRUE,moderate,"Entire home/apt",2020,,"$176 ",2,253,7/2/2019,3.04,3,1,124,"Just general respect for the place and my neighbors. Be aware about noise on the back deck in the evening.",
1117871,"Modern comfort in art infused landmark Brownstone",25801284480,,Tiana,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,"United States",US,TRUE,strict,"Private room",2019,,"$152 ",2,23,7/1/2019,0.22,5,1,137,"Enjoy your stay, and please take care of the apartment like it's your own home. No parties and no smoking please.",
1118424,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",62325020363,,Perkins,Manhattan,NoHo,40.72773,-73.99134,"United States",US,TRUE,flexible,"Private room",2016,,"$151 ",2,115,12/5/2018,1.17,2,1,192,"SMOKING: Not allowed anywhere on the property! Violation of this rule WILL result in an added cleaning fee. DOORS: Doors to the condo and building are to remain CLOSED and LOCKED at all times. PARKING: If you need a space to park, please let me know immediately! I have one space available and it can accommodate 1-car only. The street is parking by permit only.  You will be ticketed if you try to park there during the day (MON - FRI). There is a pay lot at the end of my street if you are traveling with two cars. The cost is under $10 a day. NOISE: Please be respectful of the community and my neighbors and keep noise levels to a minimum at all times. KITCHEN:  Anything in the kitchen (spices, oils, things in the fridge, etc.) are yours to use. TOWELS & LINENS: The condo has plenty of towels and linens. Please be conscious of the environment and try to limit the amount of towels you use during your stay.",
1118976,"Sleek & Comfortable Soho Apt",47502993049,,Brown,Manhattan,"West Village",40.72861,-74.0049,"United States",US,FALSE,moderate,"Entire home/apt",2006,,"$48 ",5,129,5/19/2019,,2,1,81,,
1119528,"Spacious Williamsburg Share w/ LOFT BED",21636248705,verified,Perry,Brooklyn,Williamsburg,40.70979,-73.95162,"United States",US,FALSE,strict,"Private room",2017,"$131 ","$26 ",4,82,6/10/2019,,4,2,361,"This is our home and we want guests who respect our privacy and the fact that we are two working parents with kids. We can usually be flexible with check-in and check-out times so please let us know if you have any particular needs.",
1120081,"Cozy 2 br in sunny Fort Greene apt",30191089894,unconfirmed,Andrews,Brooklyn,"Fort Greene",40.68656,-73.97525,"United States",US,FALSE,strict,"Private room",2005,"$444 ","$89 ",3,37,12/31/2018,0.35,1,1,341,"This is a non-smoking, pet friendly house. Please don't let the cats out.",
1120633,"Cozy East Village Railroad 1 Bed!",79861348248,verified,Cooper,Manhattan,"East Village",40.72752,-73.98432,"United States",US,FALSE,strict,"Entire home/apt",2010,"$1,089 ","$218 ",1,204,7/1/2019,2.04,5,1,353,"No parties no loud music any issues please call",
1121185,"1 Bedroom Loft w/ Private Roof Deck",11696098683,unconfirmed,Foster,Brooklyn,Greenpoint,40.729,-73.95829,"United States",US,TRUE,strict,"Entire home/apt",2017,"$518 ","$104 ",2,69,6/13/2019,0.65,2,1,213,,
1121737,"City Room - Private & Comfy Bedroom",38264908739,verified,Morrison,Manhattan,Harlem,40.81219,-73.94499,"United States",US,TRUE,strict,"Private room",2010,"$220 ","$44 ",1,192,,1.84,5,5,137,"Check-in time can sometimes be flexible and we can provide advice for luggage storage if needed. No smokers please. Please do not spray perfumes, colognes or after-shaves as Nina has allergies.  Thanks for understanding. No eating in the bedroom.  Enjoy your stay!",
1122290,"Elegant NYC Pad",49921339869,unconfirmed,Bennett,Queens,"Ditmars Steinway",40.77185,-73.90502,"United States",US,TRUE,moderate,"Entire home/apt",2016,"$1,133 ","$227 ",2,17,,0.16,3,1,336,"Earlier than 1pm check-in may be an option, will accommodate when possible.   Mutual civility and respect make life simple.  I tend to turn in by 10pm - so this not a great location for very  late night check-ins.  Not a good situation for coming and going into the small hours. Quiet after 10pm.",
1122842,"Clean & bright 1BR in Cobble Hill, GREAT location!",38579657286,unconfirmed,Baker,Brooklyn,"Cobble Hill",40.68926,-73.99386,"United States",US,TRUE,strict,"Entire home/apt",2021,"$316 ","$63 ",2,222,,2.12,2,1,23,"People live downstairs, so please don't walk around wearing hard shoes, be quiet on the stairway, and quiet down after 11:00. No candles in the apartment. Please carefully make sure the front door clicks shut when you come or go! Thank you!",
1123394,"Modern, Large East Village Loft",13467711251,unconfirmed,Spencer,Manhattan,"East Village",40.72821,-73.98701,"United States",US,TRUE,flexible,"Entire home/apt",2015,"$396 ","$79 ",3,205,6/23/2019,1.96,4,1,19,,
1123947,"Great new apt, close to everything",79638424542,verified,Ross,Manhattan,"Hell's Kitchen",40.7672,-73.98508,"United States",US,FALSE,flexible,"Entire home/apt",2020,"$813 ","$163 ",3,94,6/9/2019,0.96,5,1,395,"Kid friendly if you bring your own pack n play or crib. IF YOU HAVE ALLERGIES PLEASE LET US KNOW. There is a dog who lives here, who will not be present for your stay, but who might have left behind some dander that could make you sad!",
1124499,"Quiet & Clean Retreat in the City",18399221085,unconfirmed,Rogers,Manhattan,"East Village",40.73012,-73.99053,"United States",US,FALSE,moderate,"Entire home/apt",2017,"$111 ","$22 ",3,7,5/24/2019,0.07,3,1,410,"We would love to hear a bit about you and what brings you to Boston before accepting any reservations. Please make sure your profile is filled out (including a clear picture of you), and your online and offline verifications are complete before you submit a reservation request so we have an idea of who you are.  Please be respectful of my home and other guests - clean up after yourself, keep your toiletries neat and organized in the shared bathroom, no smoking indoors, and please remove your shoes upon entering.   I have coffee and tea for guests, and will leave out some basic breakfast items like snack bars and fresh fruit, however if you are planning on using the kitchen during your stay I ask that you provide your own food and drink.   Please do not bring additional guests home without express prior permission from the host.   Sorry, no pets allowed.",
1125051,"Stylish Large Gramercy Loft!",80178020812,unconfirmed,Martin,Manhattan,"Flatiron District",40.7403,-73.98498,"United States",US,TRUE,strict,"Entire home/apt",2020,"$908 ","$182 ",2,108,6/30/2019,1.09,2,1,78,"-NO smoking inside. You are welcome to smoke outside, but please be respectful if the kids are in the yard or garden. -NO candles or incense please! The gas stove should be the only indoor flame.  -We ask guests to maintain quiet from 9pm-9am and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner, and we love noisy kids, but loud music or loud parties do not work well in this space.  -The original house and foundation are over 150 years old, and although we strive to keep it very clean the occasional mouse or animal has found it's way in (mostly behind the walls, so you might hear scratching although we are trying to seal all the foundation holes), so please keep food mess put away. -Please clean up messes that could stain or damage our carpets, furniture or bathroom. Hair dyeing and hair cuts are not allowed in the apartment as the wood and claw foot tub can stain very easily. -Please remove muddy, snowy or shoes with anything on them t",
1125604,"The Brownstone-Luxury 1 Bd Apt/NYC",95734990661,verified,Dixon,Manhattan,Harlem,40.80931,-73.94343,"United States",US,TRUE,moderate,"Entire home/apt",2008,"$823 ","$165 ",3,222,6/26/2019,2.1,5,2,188,"Please treat my home with the love and care you would give your own.",
1126156,"PRIVATE Room on Historic Sugar Hill",46480721644,unconfirmed,Allen,Manhattan,Harlem,40.8251,-73.94287,"United States",US,TRUE,flexible,"Private room",2011,"$186 ","$37 ",1,458,7/3/2019,4.58,4,2,338,"- Animaux sur place (lapins) - respect du voisinage - Acces Ã  la chambre des autres locataires interdit ",
1126708,"South Slope Green",20576025416,verified,Murphy,Brooklyn,"Windsor Terrace",40.6585,-73.98397,"United States",US,FALSE,strict,"Private room",2021,"$84 ","$17 ",2,21,5/17/2019,0.26,1,1,66,"No candles. Close and lock windows when you leave the house. Clean up after yourself in the bathroom and the kitchen. Mutual respect and have fun! If you want to have an event or party, let's check in about it first.",
1127260,"17 Flr. Manhattan Views, Nr. Subway",81471714501,unconfirmed,Clark,Manhattan,"Roosevelt Island",40.76193,-73.9501,"United States",US,FALSE,moderate,"Private room",2018,"$241 ","$48 ",7,17,5/8/2019,0.3,4,1,322,"Guests are liable for any damage to the unit or property. Guests assume all personal liability and risk for injury to themselves and others during their stay.",
1127813,"Spacious 1BR, Adorable Clean Quiet",5961679794,verified,Montgomery,Manhattan,"Lower East Side",40.72052,-73.98589,"United States",US,FALSE,strict,"Entire home/apt",2017,"$54 ","$11 ",3,41,1/2/2019,0.39,3,1,322,"Guests to be reasonable; don't make late-night and AM noise,  ASK about having pets-- dogs usually OK; cats (due to allergy) usually not OK Children welcome Shared bath has never been a problem No smoking inside. Washer and Line for drying available. Pls. use fridge/stove, etc.",
1128365,"Nice, clean, safe, convenient 3BR",41153188173,unconfirmed,Fowler,Queens,Ridgewood,40.70411,-73.89934,"United States",US,TRUE,strict,"Entire home/apt",2020,"$656 ","$131 ",14,1,4/3/2022,0.01,5,5,80,"-Remove shoes -be sure to lock the front door when entering or leaving the house -be reasonably quiet during sleeping hours - clean up after yourself in common areas like kitchen and bathroom -Good communication is key - There may be other guests staying and you will be sharing the bathroom with the host and one other guest. Please tell me a little bit about yourself and your purpose for the trip. Are you traveling for work, visiting friends in this area, or a tourist on vacation? This is a friendly household, reasonably quiet. -We expect guests to be reasonably quiet coming in and out before (9AM and after 10PM.  -No smoking -No pets - For safety reasons please do not invite other people to our place.  -Ask if you need anything, I will be providing you with towels, shampoo, conditioner, body wash, lotion, hair dryer. Self serve breakfast items will be provided as well, Coffee, tea, milk, half and half, yogurt, english muffins, with jam and butter, fresh fruits, instant oatmeal, and ce",
1128917,"Franklin St Flat in Trendy Greenpoint Brooklyn",25015494698,unconfirmed,Payne,Brooklyn,Greenpoint,40.73401,-73.95967,"United States",US,TRUE,flexible,"Entire home/apt",2018,"$509 ","$102 ",2,69,5/19/2019,0.67,5,1,146,"No shoes in the house please - helps clean the house clean from dirt and germs. We don't charge a cleaning fee, so please leave the house in good shape.  Thank You!",
1129470,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",14920488865,unconfirmed,Adams,Manhattan,Chinatown,40.71756,-73.99503,"United States",US,FALSE,flexible,"Entire home/apt",2016,"$1,198 ","$240 ",4,18,7/1/2019,0.18,5,2,382,"No smoking inside or outside.  Please no food in the bedroom and keep the bedroom and bathroom neat.  Clean up after you are finished in the kitchen.",
1130022,,969495230,unconfirmed,Morrison,Manhattan,Midtown,40.7589,-73.96991,"United States",US,TRUE,flexible,"Entire home/apt",2003,"$588 ","$118 ",30,82,1/5/2016,0.78,1,1,329,"No smoking, no extra guests and no parties.",
1130574,,21781584182,verified,Miller,Manhattan,SoHo,40.72003,-74.00262,"United States",US,TRUE,strict,"Entire home/apt",2014,"$228 ","$46 ",4,94,6/23/2019,0.99,1,1,9,"Quiet house, respectful of other units in the building.",
1131127,,12938638555,unconfirmed,Dixon,Manhattan,"Greenwich Village",40.73194,-73.99474,"United States",US,TRUE,moderate,"Entire home/apt",2011,"$874 ","$175 ",5,10,5/11/2019,0.1,4,1,256,"Guest should bring own towels; sheets are provided.",
1131679,,74291995690,unconfirmed,Cameron,Manhattan,"East Harlem",40.79163,-73.94573,"United States",US,FALSE,flexible,"Entire home/apt",2020,"$1,052 ","$210 ",28,183,9/29/2018,1.83,2,2,-6,"- We have school age children and request that our guests do not come and go and after 11pm on weekdays.",
1132231,"City Room - Private Luxury Suite",34228394206,verified,Clark,Manhattan,Harlem,40.8118,-73.94434,"United States",US,TRUE,moderate,"Private room",2011,"$1,127 ","$225 ",1,189,6/11/2019,1.82,3,5,83,,
